,tweet_id,favorites,retweet_count
322,832369877331693569,16050,2916
323,832273440279240704,10640,2140
324,832215909146226688,0,5712
325,832215726631055365,0,8574
326,832088576586297345,59,2
327,832040443403784192,0,8808
328,832032802820481025,16747,4296
329,831939777352105988,22452,5647
330,831926988323639298,319,34
331,831911600680497154,25800,5959
332,831670449226514432,9778,1686
333,831650051525054464,6672,1783
334,831552930092285952,8440,2157
335,831322785565769729,8741,1440
336,831315979191906304,6165,1035
337,831309418084069378,11073,2258
338,831262627380748289,11137,1885
339,830956169170665475,7500,1373
340,830583320585068544,62300,15381
341,830173239259324417,0,5228
342,830097400375152640,9141,2689
343,829878982036299777,0,4592
344,829861396166877184,11501,1790
345,829501995190984704,29832,9750
346,829449946868879360,9851,1858
347,829141528400556032,22873,6753
348,829011960981237760,50179,15066
349,828801551087042563,0,3151
350,828770345708580865,24033,5385
351,828708714936930305,34186,10299
352,828650029636317184,8933,1233
353,828409743546925057,6032,1078
354,828408677031882754,7238,1183
355,828381636999917570,11847,2055
356,828376505180889089,6973,991
357,828372645993398273,11845,2722
358,828361771580813312,2065,165
359,828046555563323392,11028,2649
360,828011680017821696,9751,1981
361,827933404142436356,18799,4815
362,827653905312006145,14558,2787
363,827600520311402496,7049,864
364,827324948884643840,14920,2801
365,827199976799354881,9977,2057
366,826958653328592898,20275,4592
367,826848821049180160,33981,9309
368,826615380357632002,0,3673
369,826598799820865537,4850,229
370,826598365270007810,9427,2174
371,826476773533745153,17335,3887
372,826240494070030336,12506,2412
373,826204788643753985,4586,855
374,826115272272650244,14713,2860
375,825876512159186944,9909,1735
376,825829644528148480,11994,2325
377,825535076884762624,53844,16313
378,825147591692263424,17218,4170
379,825120256414846976,0,1165
380,825026590719483904,5892,1165
381,824796380199809024,0,5080
382,824775126675836928,14027,3261
383,824663926340194305,9926,1639
384,824325613288833024,11148,9859
385,824297048279236611,14192,3558
386,824025158776213504,4569,556
387,823939628516474880,10039,2524
388,823719002937630720,0,10320
389,823699002998870016,13176,2331
390,823581115634085888,12232,2434
391,823333489516937216,662,22
392,823322678127919110,14787,3710
393,823269594223824897,0,9192
394,822975315408461824,16334,3194
395,822872901745569793,123758,39805
396,822859134160621569,12422,2107
397,822647212903690241,0,5939
398,822610361945911296,13934,2723
399,822489057087389700,17066,5939
400,822462944365645825,26230,13091
401,822244816520155136,33026,9192
402,822163064745328640,0,4358
403,821886076407029760,10656,2132
404,821813639212650496,0,3115
405,821765923262631936,7890,1555
406,821522889702862852,7554,1627
407,821421320206483457,0,5116
408,821407182352777218,11078,3981
409,821153421864615936,236,9
410,821149554670182400,8089,1821
411,821107785811234820,9040,1968
412,821044531881721856,11921,2117
413,820837357901512704,0,6219
414,820749716845686786,29750,9164
415,820690176645140481,11559,2992
416,820494788566847489,0,521
417,820446719150292993,0,2383
418,820314633777061888,3151,521
419,820078625395449857,18591,5768
420,820013781606658049,0,1080
421,819952236453363712,5011,1080
422,819924195358416896,12201,4531
423,819711362133872643,12590,2863
424,819588359383371776,9136,1865
425,819347104292290561,6820,1115
426,819238181065359361,2134,379
427,819227688460238848,21742,6219
428,819015337530290176,0,34452
429,819015331746349057,0,17740
430,819006400881917954,42912,17740
431,819004803107983360,82445,34452
432,818646164899774465,0,19379
433,818627210458333184,21168,7043
434,818614493328580609,9276,2346
435,818588835076603904,0,5670
436,818536468981415936,10241,2264
437,818307523543449600,0,7433
438,818259473185828864,10389,2074
439,818145370475810820,11591,2361
440,817908911860748288,4598,739
441,817827839487737858,48473,25037
442,817777686764523521,10202,2514
443,817536400337801217,11085,2721
444,817502432452313088,0,3133
445,817423860136083457,31753,13540
446,817415592588222464,5284,885
447,817181837579653120,0,7837
448,817171292965273600,8286,1860
449,817120970343411712,11512,2406
450,817056546584727552,8114,1510
451,816829038950027264,0,4373
452,816816676327063552,9454,1886
453,816697700272001025,9216,2048
454,816450570814898180,28600,7433
455,816336735214911488,8149,1795
456,816091915477250048,8466,1980
457,816062466425819140,0,944
458,816014286006976512,0,4864
459,815990720817401858,4680,944
460,815966073409433600,21076,7837
461,815745968457060357,0,3845
462,815736392542261248,9278,2109
463,815639385530101762,7802,1548
464,815390420867969024,9806,3555
465,814986499976527872,7245,1183
466,814638523311648768,10668,2517
467,814578408554463233,0,5440
468,814530161257443328,8201,1734
469,814153002265309185,27181,8083
470,813944609378369540,0,2946
471,813910438903693312,8835,1726
472,813812741911748608,34537,12997
473,813800681631023104,7868,1640
474,813217897535406080,17636,6830
475,813202720496779264,8750,1700
476,813187593374461952,18771,4034
477,813172488309972993,8779,1803
478,813157409116065792,7362,2060
479,813142292504645637,8069,2237
480,813130366689148928,4255,418
481,813127251579564032,11180,2913
482,813112105746448384,9776,2554
483,813096984823349248,10013,3372
484,813081950185472002,9407,2586
485,813066809284972545,7530,1821
486,813051746834595840,19890,6819
487,812781120811126785,7134,1784
488,812709060537683968,6280,1349
489,812503143955202048,5730,1148
490,812466873996607488,7558,1796
491,812372279581671427,12903,3414
492,811985624773361665,6897,1307
493,811744202451197953,7143,1469
494,811647686436880384,5306,680
495,811627233043480576,12046,2840
496,811386762094317568,19807,5962
497,810984652412424192,5044,1328
498,810896069567610880,8514,1639
499,810657578271330305,10409,2460
500,810284430598270976,33228,10471
501,810254108431155201,13938,3151
502,809920764300447744,14753,3673
503,809808892968534016,0,4557
504,809448704142938112,6594,1363
505,809220051211603969,18828,5228
506,809084759137812480,12530,3286
507,808838249661788160,9620,2857
508,808733504066486276,7476,2029
509,808501579447930884,10733,2452
510,808344865868283904,40082,19379
511,808134635716833280,0,5492
512,808106460588765185,8364,2062
513,808001312164028416,11819,3296
514,807621403335917568,13809,3375
515,807106840509214720,111313,51480
516,807059379405148160,0,6864
517,807010152071229440,12436,3620
518,806629075125202948,70391,32253
519,806620845233815552,0,5125
520,806576416489959424,4651,1818
521,806542213899489280,9711,2212
522,806242860592926720,0,10841
523,806219024703037440,6121,1131
524,805958939288408065,0,4996
525,805932879469572096,7863,1796
526,805826884734976000,6222,1710
527,805823200554876929,0,7442
528,805520635690676224,5472,1547
529,805487436403003392,8324,2370
530,805207613751304193,7463,1623
531,804738756058218496,12944,3592
532,804475857670639616,5825,1885
533,804413760345620481,0,3000
534,804026241225523202,41937,14988
535,803773340896923648,9527,2580
536,803692223237865472,0,6902
537,803638050916102144,10351,3873
538,803380650405482500,7371,1765
539,803321560782307329,0,4938
540,803276597545603072,9520,2292
541,802952499103731712,8559,1867
542,802624713319034886,0,2716
543,802600418706604034,6749,1377
544,802572683846291456,8496,2349
545,802323869084381190,15302,5457
546,802265048156610565,6607,1288
547,802239329049477120,8629,2451
548,802185808107208704,0,250
549,801958328846974976,7352,1592
550,801854953262350336,1722,218
551,801538201127157760,7796,1949
552,801285448605831168,5725,770
553,801167903437357056,23118,5492
554,801127390143516673,0,3691
555,801115127852503040,7663,1982
556,800859414831898624,644,90
557,800855607700029440,0,1512
558,800751577355128832,10070,2618
559,800513324630806528,12466,2817
560,800459316964663297,9027,2056
561,800443802682937345,0,4012
562,800388270626521089,10581,2630
563,800188575492947969,0,3681
564,800141422401830912,14483,2383
565,800018252395122689,26832,12265
566,799774291445383169,0,4355
567,799757965289017345,7941,2000
568,799422933579902976,7675,1794
569,799308762079035393,0,5060
570,799297110730567681,9367,2552
571,799063482566066176,7679,2336
572,798933969379225600,12392,4145
573,798925684722855936,7149,1355
574,798705661114773508,0,6192
575,798701998996647937,0,7214
576,798697898615730177,0,6074
577,798694562394996736,0,4629
578,798686750113755136,0,2173
579,798682547630837760,0,4419
580,798673117451325440,0,5206
581,798665375516884993,0,3667
582,798644042770751489,0,1738
583,798628517273620480,0,1856
584,798585098161549313,0,5254
585,798576900688019456,0,5460
586,798340744599797760,0,3131
587,798209839306514432,9900,2418
588,797971864723324932,10928,2881
589,797545162159308800,13842,4604
590,797236660651966464,18875,6138
591,797165961484890113,212,24
592,796904159865868288,0,8333
593,796865951799083009,7290,1825
594,796759840936919040,11179,2822
595,796563435802726400,0,6711
596,796484825502875648,7168,1647
597,796387464403357696,10437,3880
598,796177847564038144,0,13326
599,796149749086875649,30434,13326
600,796125600683540480,4725,1680
601,796116448414461957,8615,2244
602,796080075804475393,8003,2158
603,796031486298386433,10243,3494
604,795464331001561088,46650,21895
605,795400264262053889,9479,2677
606,795076730285391872,15310,5080
607,794983741416415232,0,3149
608,794926597468000259,9654,2153
609,794355576146903043,0,9633
610,794332329137291264,9109,2532
611,794205286408003585,8753,3105
612,793962221541933056,15876,4557
613,793845145112371200,8747,1740
614,793614319594401792,0,2918
615,793601777308463104,7561,1511
616,793500921481273345,10094,2226
617,793286476301799424,23297,8574
618,793271401113350145,8235,2239
619,793256262322548741,18886,7775
620,793241302385262592,9962,3064
621,793226087023144960,9265,2707
622,793210959003287553,8458,2600
623,793195938047070209,14411,5258
624,793180763617361921,6545,1858
625,793165685325201412,8879,2620
626,793150605191548928,5834,1592
627,793135492858580992,6061,2348
628,793120401413079041,11990,3671
629,792913359805018113,13550,3702
630,792883833364439040,10685,3991
631,792773781206999040,6983,1569
632,792394556390137856,12688,4006
633,792050063153438720,6756,1667
634,791821351946420224,0,19638
635,791784077045166082,0,8855
636,791780927877898241,0,3545
637,791774931465953280,42646,20694
638,791672322847637504,11118,2918
639,791406955684368384,12465,3845
640,791312159183634433,8304,2359
641,791026214425268224,0,3794
642,790987426131050500,9284,1981
643,790946055508652032,15833,4373
644,790723298204217344,0,2140
645,790698755171364864,7786,1798
646,790581949425475584,19503,6624
647,790337589677002753,7409,1763
648,790277117346975746,11873,2946
649,790227638568808452,0,3294
650,789986466051088384,8787,2140
651,789960241177853952,0,3810
652,789903600034189313,9762,3872
653,789628658055020548,7061,1639
654,789599242079838210,6363,1787
655,789530877013393408,11060,3149
656,789314372632018944,8181,2130
657,789280767834746880,0,4576
658,789268448748703744,8631,2436
659,789137962068021249,9204,2600
660,788908386943430656,26010,11676
661,788765914992902144,25839,9633
662,788552643979468800,0,6632
663,788412144018661376,14684,4908
664,788178268662984705,6877,1967
665,788150585577050112,5781,1196
666,788070120937619456,0,3202
667,788039637453406209,5779,1221
668,787810552592695296,8131,2832
669,787717603741622272,9692,2579
670,787397959788929025,10310,2658
671,787322443945877504,7373,1621
672,787111942498508800,0,6282
673,786963064373534720,25222,7406
674,786729988674449408,0,2270
675,786709082849828864,17329,5712
676,786664955043049472,10029,2359
677,786595970293370880,8956,2904
678,786363235746385920,10255,3206
679,786286427768250368,7547,2636
680,786233965241827333,14369,4358
681,786051337297522688,1352,145
682,786036967502913536,0,6481
683,785927819176054784,10778,2974
684,785872687017132033,6323,1667
685,785639753186217984,7438,2100
686,785533386513321988,8561,1832
687,785515384317313025,5774,1157
688,785264754247995392,6890,1513
689,785170936622350336,11333,4483
690,784826020293709826,9558,3000
691,784517518371221505,8474,2357
692,784431430411685888,5435,1181
693,784183165795655680,18904,7442
694,784057939640352768,28021,10320
695,783839966405230592,28317,10005
696,783821107061198850,6955,1822
697,783695101801398276,9838,2981
698,783466772167098368,7947,2073
699,783391753726550016,15958,5073
700,783347506784731136,0,5130
701,783334639985389568,27404,10841
702,783085703974514689,7712,2017
703,782969140009107456,22766,6864
704,782747134529531904,7054,1316
705,782722598790725632,16251,4996
706,782598640137187329,7366,1763
707,782305867769217024,15676,5116
708,782021823840026624,0,5713
709,781955203444699136,10540,3126
710,781661882474196992,9847,2511
711,781655249211752448,3768,1047
712,781524693396357120,19542,5125
713,781308096455073793,6727,2377
714,781251288990355457,7902,1922
715,781163403222056960,9246,2573
716,780931614150983680,20450,6711
717,780858289093574656,6782,1856
718,780800785462489090,5177,1198
719,780601303617732608,11405,3115
720,780543529827336192,5930,1623
721,780496263422808064,0,3411
722,780476555013349377,0,103
723,780459368902959104,4981,1000
724,780192070812196864,8188,2076
725,780092040432480260,0,2121
726,780074436359819264,11395,4556
727,779834332596887552,17710,6481
728,779377524342161408,8232,2873
729,779124354206535695,0,16949
730,779056095788752897,13849,4195
731,778990705243029504,18702,6632
732,778774459159379968,0,9118
733,778764940568104960,819,337
734,778748913645780993,6445,1203
735,778650543019483137,5408,1385
736,778624900596654080,4329,940
737,778408200802557953,12837,3994
738,778396591732486144,0,11295
739,778383385161035776,5491,1018
740,778286810187399168,9719,3054
741,778039087836069888,7967,2454
742,778027034220126208,6182,1490
743,777953400541634568,0,3256
744,777885040357281792,5984,1511
745,777684233540206592,10590,2716
746,777641927919427584,0,3905
747,777621514455814149,8203,2332
748,777189768882946048,13279,3973
749,776819012571455488,0,12547
750,776813020089548800,4596,1111
751,776477788987613185,8222,2549
752,776249906839351296,0,8417
753,776218204058357768,28024,14654
754,776201521193218049,9006,2330
755,776113305656188928,11076,4012
756,776088319444877312,1709,141
757,775898661951791106,0,15467
758,775842724423557120,11004,2454
759,775733305207554048,13034,3691
760,775729183532220416,12240,4263
761,775364825476165632,6929,2708
762,775350846108426240,9552,3615
763,775085132600442880,14593,4355
764,774757898236878852,8117,1650
765,774639387460112384,6351,1610
766,774314403806253056,20480,5060
767,773985732834758656,10134,3576
768,773922284943896577,6048,1619
769,773704687002451968,6221,1494
770,773670353721753600,5044,1220
771,773547596996571136,20777,5670
772,773336787167145985,0,4656
773,773308824254029826,21923,6929
774,773247561583001600,8858,2994
775,773191612633579521,9359,3792
776,772877495989305348,8030,3569
777,772826264096874500,7554,2202
778,772615324260794368,0,3108
779,772581559778025472,6088,1579
780,772193107915964416,5658,1285
781,772152991789019136,3580,1048
782,772117678702071809,3539,686
783,772114945936949249,2575,440
784,772102971039580160,3762,862
785,771908950375665664,6164,1749
786,771770456517009408,11253,3131
787,771500966810099713,7752,2414
788,771380798096281600,9887,4656
789,771171053431250945,0,6869
790,771136648247640064,8585,2702
791,771102124360998913,5847,1325
792,771014301343748096,6467,1534
793,770787852854652928,4607,1100
794,770772759874076672,4876,1320
795,770655142660169732,6909,1663
796,770414278348247044,5928,1921
797,770293558247038976,5838,1352
798,770093767776997377,0,2803
799,770069151037685760,7125,2119
800,769940425801170949,29225,8808
801,769695466921623552,6029,1559
802,769335591808995329,0,7107
803,769212283578875904,5073,1593
804,768970937022709760,13367,5979
805,768909767477751808,0,2430
806,768855141948723200,3920,821
807,768609597686943744,3847,1095
808,768596291618299904,4727,1184
809,768554158521745409,0,5368
810,768473857036525572,12746,3152
811,768193404517830656,10164,3256
812,767884188863397888,4458,1264
813,767754930266464257,14945,4938
814,767500508068192258,7032,2142
815,767191397493538821,11504,3457
816,767122157629476866,9525,2630
817,766793450729734144,4733,1250
818,766714921925144576,2459,345
819,766693177336135680,3785,727
820,766423258543644672,5618,1450
821,766313316352462849,6328,1728
822,766078092750233600,0,2410
823,766069199026450432,3931,770
824,766008592277377025,3526,456
825,765719909049503744,6789,1986
826,765669560888528897,4845,1128
827,765395769549590528,25061,3099
828,765371061932261376,6665,1999
829,765222098633691136,10896,3108
830,764857477905154048,6063,1642
831,764259802650378240,5621,1384
832,763956972077010945,731,49
833,763837565564780549,11727,3794
834,763183847194451968,5050,1352
835,763167063695355904,0,2743
836,763103485927849985,6909,2110
837,762699858130116608,11337,3294
838,762471784394268675,10490,5888
839,762464539388485633,9619,3810
840,762316489655476224,4494,1027
841,762035686371364864,29742,14247
842,761976711479193600,5030,1818
843,761750502866649088,0,3577
844,761745352076779520,4008,792
845,761672994376806400,46175,26640
846,761599872357261312,3876,1095
847,761371037149827077,0,16596
848,761334018830917632,4814,1333
849,761292947749015552,4176,998
850,761227390836215808,4988,1437
851,761004547850530816,10629,3202
852,760893934457552897,3564,886
853,760656994973933572,6163,1745
854,760641137271070720,4663,1185
855,760539183865880579,7058,3326
856,760521673607086080,3915,1278
857,760290219849637889,25017,10536
858,760252756032651264,3699,795
859,760190180481531904,5339,1645
860,760153949710192640,0,28
861,759943073749200896,5516,1926
862,759846353224826880,6273,1795
863,759793422261743616,5566,1757
864,759557299618865152,4389,1101
865,759447681597108224,7929,2270
866,759446261539934208,1562,453
867,759197388317847553,5688,1798
868,759159934323924993,0,1065
869,759099523532779520,13588,3809
870,759047813560868866,6059,1844
871,758854675097526272,3317,839
872,758828659922702336,10450,3542
873,758740312047005698,5367,1496
874,758474966123810816,3549,912
875,758467244762497024,4467,2026
876,758405701903519748,4863,1757
877,758355060040593408,3146,957
878,758099635764359168,17667,9118
879,758041019896193024,2522,338
880,757741869644341248,6395,3017
881,757729163776290825,0,7186
882,757725642876129280,4247,1108
883,757611664640446465,4285,1004
884,757597904299253760,0,277
885,757596066325864448,4062,954
886,757400162377592832,14111,6299
887,757393109802180609,5434,1574
888,757354760399941633,4202,1298
889,756998049151549440,5858,1830
890,756939218950160384,6197,1831
891,756651752796094464,4689,1190
892,756526248105566208,9682,3286
893,756303284449767430,3683,1002
894,756288534030475264,41103,16261
895,756275833623502848,5965,1402
896,755955933503782912,6812,2619
897,755206590534418437,15272,4892
898,755110668769038337,19686,10156
899,754874841593970688,0,7218
900,754856583969079297,6431,2307
901,754747087846248448,2410,476
902,754482103782404096,4923,1786
903,754449512966619136,3500,671
904,754120377874386944,7370,2158
905,753655901052166144,5438,1989
906,753420520834629632,7321,3230
907,753398408988139520,5342,1725
908,753375668877008896,7119,2121
909,753298634498793472,0,5193
910,753294487569522689,3123,955
911,753039830821511168,34527,19126
912,753026973505581056,3643,874
913,752932432744185856,11731,6282
914,752917284578922496,6497,1438
915,752701944171524096,0,2610
916,752682090207055872,5590,1456
917,752660715232722944,4070,1419
918,752568224206688256,5107,2078
919,752519690950500352,6838,3148
920,752334515931054080,3589,1006
921,752309394570878976,0,14867
922,752173152931807232,5535,1668
923,751950017322246144,2845,830
924,751937170840121344,4821,1195
925,751830394383790080,5427,1784
926,751793661361422336,5384,2609
927,751598357617971201,7393,2824
928,751583847268179968,4099,1001
929,751538714308972544,4706,1144
930,751456908746354688,2998,920
931,751251247299190784,11713,5374
932,751205363882532864,5892,1662
933,751132876104687617,4719,1180
934,750868782890057730,4448,1242
935,750719632563142656,12230,4576
936,750506206503038976,4128,1046
937,750429297815552001,12284,3905
938,750383411068534784,4253,1038
939,750381685133418496,669,26
940,750147208377409536,2902,873
941,750132105863102464,3359,1176
942,750117059602808832,4043,1204
943,750101899009982464,2839,774
944,750086836815486976,2022,490
945,750071704093859840,7235,3023
946,750056684286914561,2950,817
947,750041628174217216,2957,565
948,750026558547456000,2524,717
949,750011400160841729,3001,819
950,749996283729883136,2824,754
951,749981277374128128,4771,2272
952,749774190421639168,4349,1205
953,749417653287129088,5667,1508
954,749403093750648834,2434,489
955,749395845976588288,7947,3143
956,749317047558017024,5086,2040
957,749075273010798592,5358,1879
958,749064354620928000,4491,1403
959,749036806121881602,2877,728
960,748977405889503236,10004,3124
961,748932637671223296,5399,2052
962,748705597323898880,2582,875
963,748699167502000129,4402,1453
964,748692773788876800,3943,1224
965,748575535303884801,5626,1803
966,748568946752774144,2043,606
967,748346686624440324,4843,1119
968,748337862848962560,7046,3724
969,748324050481647620,3447,689
970,748307329658011649,3437,652
971,748220828303695873,13110,7087
972,747963614829678593,5370,1950
973,747933425676525569,6160,2346
974,747885874273214464,2712,878
975,747844099428986880,2621,673
976,747816857231626240,4490,1053
977,747651430853525504,1271,143
978,747648653817413632,11943,5307
979,747600769478692864,2165,520
980,747594051852075008,3416,946
981,747512671126323200,5115,1470
982,747461612269887489,3581,938
983,747439450712596480,5029,1749
984,747242308580548608,0,2620
985,747219827526344708,4880,1433
986,747204161125646336,3117,828
987,747103485104099331,8868,3613
988,746906459439529985,2712,269
989,746872823977771008,5558,1935
990,746818907684614144,4941,1591
991,746790600704425984,4511,1456
992,746757706116112384,8821,3545
993,746726898085036033,5622,1634
994,746542875601690625,4680,1742
995,746521445350707200,0,898
996,746507379341139972,4338,989
997,746369468511756288,5751,1482
998,746131877086527488,6377,1992
999,746056683365994496,3317,738
1000,745789745784041472,3663,963
1001,745712589599014916,6490,2121
1002,745433870967832576,6529,2302
1003,745422732645535745,7936,2190
1004,745314880350101504,6596,2474
1005,745074613265149952,7252,3177
1006,745057283344719872,6738,2049
1007,744995568523612160,2737,566
1008,744971049620602880,7290,2436
1009,744709971296780288,5211,1430
1010,744334592493166593,6325,1924
1011,744234799360020481,144388,70421
1012,744223424764059648,1533,324
1013,743980027717509120,3886,1000
1014,743895849529389061,3398,875
1015,743835915802583040,0,1862
1016,743609206067040256,4152,1268
1017,743595368194129920,16909,5942
1018,743545585370791937,3272,859
1019,743510151680958465,7400,3411
1020,743253157753532416,3925,1117
1021,743222593470234624,5721,1728
1022,743210557239623680,3553,1232
1023,742534281772302336,6542,3270
1024,742528092657332225,4093,1790
1025,742465774154047488,6738,3588
1026,742423170473463808,9073,3411
1027,742385895052087300,6276,1772
1028,742161199639494656,3990,1242
1029,742150209887731712,4704,1394
1030,741793263812808706,4211,1381
1031,741743634094141440,7537,2489
1032,741438259667034112,3410,744
1033,741303864243200000,8112,2911
1034,741099773336379392,9205,5007
1035,741067306818797568,8839,2803
1036,740995100998766593,5813,2461
1037,740711788199743490,3142,859
1038,740699697422163968,2645,706
1039,740676976021798912,16793,6192
1040,740373189193256964,32497,12097
1041,740365076218183684,2244,385
1042,740359016048689152,3045,794
1043,740214038584557568,6173,1780
1044,739979191639244800,18460,5368
1045,739932936087216128,3749,983
1046,739844404073074688,3520,785
1047,739623569819336705,3493,1236
1048,739606147276148736,4978,1490
1049,739544079319588864,36402,19208
1050,739485634323156992,6589,2635
1051,739238157791694849,106901,52686
1052,738891149612572673,89,6
1053,738885046782832640,3496,1042
1054,738883359779196928,3037,720
1055,738537504001953792,4696,1392
1056,738402415918125056,3001,737
1057,738184450748633089,3962,1104
1058,738166403467907072,8057,3030
1059,738156290900254721,2281,584
1060,737826014890496000,4824,1601
1061,737800304142471168,9248,3162
1062,737678689543020544,4620,1193
1063,737445876994609152,9426,4043
1064,737322739594330112,3315,730
1065,737310737551491075,13494,6736
1066,736736130620620800,3868,1538
1067,736392552031657984,16306,6632
1068,736365877722001409,3657,1111
1069,736225175608430592,7477,2537
1070,736010884653420544,7237,2694
1071,735991953473572864,3294,1033
1072,735648611367784448,3722,1007
1073,735635087207878657,5651,2138
1074,735274964362878976,12016,4535
1075,735256018284875776,3056,801
1076,735137028879360001,2873,878
1077,734912297295085568,2542,471
1078,734787690684657664,11542,5746
1079,734776360183431168,2315,487
1080,734559631394082816,1374,353
1081,733828123016450049,3299,714
1082,733822306246479872,3383,923
1083,733482008106668032,2876,852
1084,733460102733135873,3868,1135
1085,733109485275860992,49275,15467
1086,732732193018155009,2225,481
1087,732726085725589504,3287,794
1088,732585889486888962,3354,712
1089,732375214819057664,7421,2276
1090,732005617171337216,13670,4864
1091,731285275100512256,3217,899
1092,731156023742988288,3542,1140
1093,730924654643314689,5629,1781
1094,730573383004487680,4454,1909
1095,730427201120833536,3198,937
1096,730211855403241472,3483,956
1097,730196704625098752,4436,1701
1098,729854734790754305,3713,1013
1099,729838605770891264,1601,338
1100,729823566028484608,3647,1123
1101,729463711119904772,5310,2086
1102,729113531270991872,1737,287
1103,728986383096946689,2880,736
1104,728760639972315136,4284,1535
1105,728751179681943552,2536,614
1106,728653952833728512,3058,946
1107,728409960103686147,4493,1821
1108,728387165835677696,3421,876
1109,728046963732717569,3929,1082
1110,728035342121635841,4158,1507
1111,728015554473250816,3783,990
1112,727685679342333952,2720,573
1113,727644517743104000,5382,1584
1114,727524757080539137,4103,1080
1115,727314416056803329,3060,670
1116,727286334147182592,2822,744
1117,727175381690781696,3588,1240
1118,727155742655025152,3323,1198
1119,726935089318363137,6292,2200
1120,726887082820554753,3526,1366
1121,726828223124897792,3302,913
1122,726224900189511680,4075,1042
1123,725842289046749185,6516,2410
1124,725786712245440512,3845,1241
1125,725729321944506368,4793,1605
1126,725458796924002305,1300,554
1127,724983749226668032,3437,1166
1128,724771698126512129,2152,567
1129,724405726123311104,4865,1509
1130,724049859469295616,3973,1616
1131,724046343203856385,2452,512
1132,724004602748780546,3828,1389
1133,723912936180330496,3586,1124
1134,723688335806480385,7033,2637
1135,723673163800948736,2785,813
1136,723179728551723008,4859,1687
1137,722974582966214656,3762,1431
1138,722613351520608256,4585,1492
1139,721503162398597120,4222,1644
1140,721001180231503872,2342,551
1141,720785406564900865,2859,698
1142,720775346191278080,2252,564
1143,720415127506415616,3785,1357
1144,720389942216527872,5864,2259
1145,720340705894408192,2617,873
1146,720059472081784833,3552,1017
1147,720043174954147842,4567,1814
1148,719991154352222208,4473,1591
1149,719704490224398336,4171,1293
1150,719551379208073216,4641,1708
1151,719367763014393856,2600,686
1152,719339463458033665,4095,1118
1153,719332531645071360,3178,856
1154,718971898235854848,3202,984
1155,718939241951195136,4800,1581
1156,718631497683582976,17316,7214
1157,718613305783398402,2251,427
1158,718540630683709445,2244,920
1159,718460005985447936,2501,474
1160,718454725339934721,4505,1376
1161,718246886998687744,1760,446
1162,718234618122661888,3562,912
1163,717841801130979328,2269,542
1164,717790033953034240,2632,985
1165,717537687239008257,5307,1657
1166,717428917016076293,1475,406
1167,717421804990701568,2886,756
1168,717047459982213120,5795,1734
1169,717009362452090881,2975,867
1170,716802964044845056,3961,1048
1171,716791146589110272,7744,1457
1172,716730379797970944,1131,396
1173,716447146686459905,11982,5305
1174,716439118184652801,2193,189
1175,716285507865542656,2555,964
1176,716080869887381504,6242,1705
1177,715928423106027520,2928,794
1178,715758151270801409,3413,1284
1179,715733265223708672,4281,1526
1180,715704790270025728,2554,512
1181,715696743237730304,3612,1163
1182,715680795826982913,3965,1442
1183,715360349751484417,5031,1409
1184,715342466308784130,2791,622
1185,715220193576927233,2205,587
1186,715200624753819648,4746,1682
1187,715009755312439296,3813,1104
1188,714982300363173890,3426,931
1189,714962719905021952,6746,3832
1190,714957620017307648,3810,1277
1191,714631576617938945,3014,897
1192,714606013974974464,3339,829
1193,714485234495041536,2450,1007
1194,714258258790387713,2816,667
1195,714251586676113411,3023,758
1196,714214115368108032,2111,797
1197,714141408463036416,4000,1278
1198,713919462244790272,3040,720
1199,713909862279876608,1747,484
1200,713900603437621249,2616,661
1201,713761197720473600,4458,1239
1202,713411074226274305,4092,1184
1203,713177543487135744,6641,2587
1204,713175907180089344,4082,1330
1205,712809025985978368,17532,6074
1206,712717840512598017,11302,4504
1207,712668654853337088,3819,1097
1208,712438159032893441,4902,1416
1209,712309440758808576,222,24
1210,712097430750289920,3452,932
1211,712092745624633345,2710,812
1212,712085617388212225,3015,434
1213,712065007010385924,2074,568
1214,711998809858043904,0,121
1215,711968124745228288,7407,2091
1216,711743778164514816,2616,906
1217,711732680602345472,8071,3690
1218,711694788429553666,30233,16596
1219,711652651650457602,3545,819
1220,711363825979756544,3323,1017
1221,711306686208872448,3047,678
1222,711008018775851008,2743,559
1223,710997087345876993,4214,1260
1224,710844581445812225,2350,610
1225,710833117892898816,2467,476
1226,710658690886586372,2138,512
1227,710609963652087808,4425,2154
1228,710588934686908417,4172,1696
1229,710296729921429505,2199,669
1230,710283270106132480,1996,480
1231,710272297844797440,4146,1139
1232,710269109699739648,2195,1013
1233,710153181850935296,2682,808
1234,710140971284037632,2515,800
1235,710117014656950272,5027,1780
1236,709918798883774466,3221,993
1237,709901256215666688,608,92
1238,709852847387627521,3233,1089
1239,709566166965075968,3253,1072
1240,709556954897764353,3022,974
1241,709519240576036864,1385,219
1242,709449600415961088,2023,517
1243,709409458133323776,2425,617
1244,709225125749587968,2205,521
1245,709207347839836162,11410,5171
1246,709198395643068416,2264,589
1247,709179584944730112,1852,608
1248,709158332880297985,1875,366
1249,709042156699303936,4326,1477
1250,708853462201716736,1667,592
1251,708845821941387268,2738,802
1252,708834316713893888,1550,449
1253,708810915978854401,15217,6244
1254,708738143638450176,2537,739
1255,708711088997666817,2334,638
1256,708479650088034305,2338,617
1257,708469915515297792,2850,729
